mll12,mll13,mll23,ptll12,ptll13,ptll23,met_et,mtw1,mtw2,mtw3,lep1_pt,lep1_eta,lep1_E,lep1_phi,lep1_ch,lep1_ID,lep2_pt,lep2_eta,lep2_E,lep2_phi,lep2_ch,lep2_ID,lep3_pt,lep3_eta,lep3_E,lep3_phi,lep3_ch,lep3_ID,weight
63.1709,63.7868,88.3762,4.42573,51.6274,15.9378,31.1253,16.6457,57.6059,27.1761,33.142,-0.385983,35.6416,0.932233,-1,11,28.8389,-0.802853,38.6434,-2.24283,1,11,20.7865,1.61802,54.4751,0.329347,-1,13,1073.33
81.9007,108.035,109.016,28.9065,22.4161,55.7524,23.7662,43.6786,47.639,42.5435,49.4537,-0.218057,50.6341,-0.710445,1,11,28.653,0.75242,37.1537,2.97092,-1,11,28.028,-2.05748,111.467,2.60837,-1,11,1156.92
93.6071,65.9427,32.7884,16.6579,38.5435,47.2987,6.78534,25.3137,18.3491,22.6099,46.8012,0.367356,49.9948,-2.08635,1,11,36.6937,-0.681382,45.5465,1.37613,-1,11,20.851,-0.714184,26.3987,0.107918,1,13,2186.21
42.4666,48.738,56.7161,90.9707,80.6924,46.8723,17.0098,9.49029,13.7099,26.5946,57.9723,1.56855,145.163,-3.09081,-1,11,41.1122,1.23892,76.9122,-2.263,-1,11,31.2324,0.86668,43.7152,2.26587,1,11,2120.53
102.222,104.238,66.0081,66.4694,63.6687,46.7691,28.3438,93.2713,43.6046,5.87525,82.6793,0.992268,126.833,0.0527178,-1,11,38.0416,0.687702,47.3973,2.28513,1,11,30.4843,1.87863,102.082,-2.34563,1,13,2290.34
86.746,86.0514,22.1874,39.0483,37.9916,55.2939,19.3469,69.8668,16.9681,4.19255,65.1117,-0.952377,96.941,-0.583696,1,11,29.5544,-0.739014,37.999,2.1879,1,13,27.8525,-1.28773,54.3186,2.73245,-1,11,3009.37
145.794,89.2743,60.1221,29.4277,58.6382,69.6589,50.0544,92.5446,49.914,73.8971,71.87,-0.833839,98.3367,2.43439,1,11,53.6904,-2.0424,210.433,-0.332487,-1,11,32.5603,-1.29326,63.802,-1.64012,-1,11,2209.49
94.4918,91.9122,14.5051,57.6461,57.7576,49.556,40.921,101.5,46.293,30.0869,80.2668,0.440167,88.1689,-0.834004,-1,11,28.299,0.888959,40.2367,1.77795,1,11,22.5838,1.2346,42.0958,2.23865,-1,13,-1684.87
86.2904,123.031,56.0072,29.866,38.1967,51.7128,35.4722,89.2542,18.7446,13.4166,59.8146,-0.187472,60.8688,0.329727,1,11,30.1461,-0.554087,34.8933,-2.7311,-1,11,21.6201,-2.44932,126.118,-2.82312,1,13,1251.73
89.0316,50.722,57.3438,35.2627,55.8485,22.745,1.98051,18.0873,10.0665,3.97389,51.7611,-0.902358,74.3037,1.15337,1,11,25.1914,-2.35075,133.373,-2.64184,-1,11,23.6757,-0.931265,34.706,-0.466688,1,13,1046.05
80.4526,97.9565,38.5237,43.5894,36.1564,50.9944,26.6972,53.577,51.3358,37.3005,62.5324,-0.493915,70.3162,1.09075,1,11,28.7186,-0.334195,30.3373,-1.38977,-1,11,27.152,0.726642,34.6413,-2.23191,-1,11,1287.93
89.4699,73.2572,13.2892,24.3492,36.8687,56.2392,23.1051,68.8214,21.9807,10.4035,58.3774,-0.536072,66.9683,-1.82717,1,11,34.3459,-0.544283,39.5601,1.402,-1,11,22.6961,-0.874268,31.9367,1.05874,-1,11,2149.09
103.403,91.8123,19.6899,72.2922,84.5621,49.688,5.75886,39.3964,15.7506,21.0419,98.7992,0.222042,101.245,2.02618,-1,11,27.0287,0.0430612,27.0538,-0.947454,-1,11,25.938,0.312281,27.213,-0.239908,1,11,2208.05
24.461,70.3126,41.3926,75.3788,34.3502,24.7926,17.5986,8.3751,18.8413,40.6488,54.6434,1.95685,197.216,2.22173,-1,11,24.4918,1.84116,79.1384,1.55066,-1,11,23.5893,2.00858,89.4851,-0.508002,1,11,1177.55
257.8,234.389,265.993,82.897,140.728,121.163,19.451,102.959,2.66923,62.4522,146.367,0.167634,148.429,-2.16055,1,11,106.563,0.924104,155.395,0.390247,-1,11,86.0592,-1.04017,136.967,2.18544,-1,11,1158.83
88.2421,55.665,37.6969,18.4549,39.4003,50.8127,24.1033,48.3014,53.0928,12.5345,47.157,-1.19002,84.679,2.16489,1,11,42.7817,-1.32767,86.3618,-1.37856,-1,11,20.1857,-1.53722,49.1181,-0.00838983,1,13,896.725
66.1324,48.6926,36.8047,6.21952,35.964,43.1164,19.787,28.601,41.7823,16.3902,35.7069,0.598432,42.2937,1.9357,1,11,29.846,0.925455,43.5657,-1.14213,-1,11,24.158,0.293993,25.2095,-2.44293,1,11,903.444
